epoch,step,gpu_memory_gb,timestamp
0,97,0.0,2026-01-12T10:20:25.202713
0,98,0.0,2026-01-12T10:20:25.203148
0,99,0.0,2026-01-12T10:20:25.203506
1,0,0.0,2026-01-12T10:20:25.203987
1,1,0.0,2026-01-12T10:20:25.204823
1,2,0.0,2026-01-12T10:20:25.205270
1,3,0.0,2026-01-12T10:20:25.205918
1,4,0.0,2026-01-12T10:20:25.207220
1,5,0.0,2026-01-12T10:20:25.208157
1,6,0.0,2026-01-12T10:20:25.209328
1,7,0.0,2026-01-12T10:20:25.209941
1,8,0.0,2026-01-12T10:20:25.210739
1,9,0.0,2026-01-12T10:20:25.211453
1,10,0.0,2026-01-12T10:20:25.212958
1,11,0.0,2026-01-12T10:20:25.213368
1,12,0.0,2026-01-12T10:20:25.213754
1,13,0.0,2026-01-12T10:20:25.214119
1,14,0.0,2026-01-12T10:20:25.214491
1,15,0.0,2026-01-12T10:20:25.214993
1,16,0.0,2026-01-12T10:20:25.216983
1,17,0.0,2026-01-12T10:20:25.217361
1,18,0.0,2026-01-12T10:20:25.217753
1,19,0.0,2026-01-12T10:20:25.218118
1,20,0.0,2026-01-12T10:20:25.218479
1,21,0.0,2026-01-12T10:20:25.219824
1,22,0.0,2026-01-12T10:20:25.220222
1,23,0.0,2026-01-12T10:20:25.220604
1,24,0.0,2026-01-12T10:20:25.220964
1,25,0.0,2026-01-12T10:20:25.221331
1,26,0.0,2026-01-12T10:20:25.222403
1,27,0.0,2026-01-12T10:20:25.222827
1,28,0.0,2026-01-12T10:20:25.223569
1,29,0.0,2026-01-12T10:20:25.225084
1,30,0.0,2026-01-12T10:20:25.225498
1,31,0.0,2026-01-12T10:20:25.225863
1,32,0.0,2026-01-12T10:20:25.226264
1,33,0.0,2026-01-12T10:20:25.226648
1,34,0.0,2026-01-12T10:20:25.227476
1,35,0.0,2026-01-12T10:20:25.228471
1,36,0.0,2026-01-12T10:20:25.229313
1,37,0.0,2026-01-12T10:20:25.230175
1,38,0.0,2026-01-12T10:20:25.231289
1,39,0.0,2026-01-12T10:20:25.232030
1,40,0.0,2026-01-12T10:20:25.233000
1,41,0.0,2026-01-12T10:20:25.233371
1,42,0.0,2026-01-12T10:20:25.234192
1,43,0.0,2026-01-12T10:20:25.235024
1,44,0.0,2026-01-12T10:20:25.235440
1,45,0.0,2026-01-12T10:20:25.236923
1,46,0.0,2026-01-12T10:20:25.237160
1,47,0.0,2026-01-12T10:20:25.237394
1,48,0.0,2026-01-12T10:20:25.237644
1,49,0.0,2026-01-12T10:20:25.238153
1,50,0.0,2026-01-12T10:20:25.238772
1,51,0.0,2026-01-12T10:20:25.239467
1,52,0.0,2026-01-12T10:20:25.240118
1,53,0.0,2026-01-12T10:20:25.240686
1,54,0.0,2026-01-12T10:20:25.241243
1,55,0.0,2026-01-12T10:20:25.241792
1,56,0.0,2026-01-12T10:20:25.242345
1,57,0.0,2026-01-12T10:20:25.242893
1,58,0.0,2026-01-12T10:20:25.243434
1,59,0.0,2026-01-12T10:20:25.244001
1,60,0.0,2026-01-12T10:20:25.244616
1,61,0.0,2026-01-12T10:20:25.245173
1,62,0.0,2026-01-12T10:20:25.245985
1,63,0.0,2026-01-12T10:20:25.246428
1,64,0.0,2026-01-12T10:20:25.247001
1,65,0.0,2026-01-12T10:20:25.247554
1,66,0.0,2026-01-12T10:20:25.248122
1,67,0.0,2026-01-12T10:20:25.248680
1,68,0.0,2026-01-12T10:20:25.249230
1,69,0.0,2026-01-12T10:20:25.249796
1,70,0.0,2026-01-12T10:20:25.251037
1,71,0.0,2026-01-12T10:20:25.252374
1,72,0.0,2026-01-12T10:20:25.252610
1,73,0.0,2026-01-12T10:20:25.252822
1,74,0.0,2026-01-12T10:20:25.253030
1,75,0.0,2026-01-12T10:20:25.253232
1,76,0.0,2026-01-12T10:20:25.254100
1,77,0.0,2026-01-12T10:20:25.254365
1,78,0.0,2026-01-12T10:20:25.254700
1,79,0.0,2026-01-12T10:20:25.255292
1,80,0.0,2026-01-12T10:20:25.255898
1,81,0.0,2026-01-12T10:20:25.256494
1,82,0.0,2026-01-12T10:20:25.257104
1,83,0.0,2026-01-12T10:20:25.257713
1,84,0.0,2026-01-12T10:20:25.258308
1,85,0.0,2026-01-12T10:20:25.258912
1,86,0.0,2026-01-12T10:20:25.259511
1,87,0.0,2026-01-12T10:20:25.260229
1,88,0.0,2026-01-12T10:20:25.260971
1,89,0.0,2026-01-12T10:20:25.261576
1,90,0.0,2026-01-12T10:20:25.262184
1,91,0.0,2026-01-12T10:20:25.262786
1,92,0.0,2026-01-12T10:20:25.263651
1,93,0.0,2026-01-12T10:20:25.264253
1,94,0.0,2026-01-12T10:20:25.264845
1,95,0.0,2026-01-12T10:20:25.265442
1,96,0.0,2026-01-12T10:20:25.266076
1,97,0.0,2026-01-12T10:20:25.266677
1,98,0.0,2026-01-12T10:20:25.267269
1,99,0.0,2026-01-12T10:20:25.267874
2,0,0.0,2026-01-12T10:20:25.268553
2,1,0.0,2026-01-12T10:20:25.269054
2,2,0.0,2026-01-12T10:20:25.269651
2,3,0.0,2026-01-12T10:20:25.270247
2,4,0.0,2026-01-12T10:20:25.270843
2,5,0.0,2026-01-12T10:20:25.271531
2,6,0.0,2026-01-12T10:20:25.272189
2,7,0.0,2026-01-12T10:20:25.272811
2,8,0.0,2026-01-12T10:20:25.273429
2,9,0.0,2026-01-12T10:20:25.274097
2,10,0.0,2026-01-12T10:20:25.274738
2,11,0.0,2026-01-12T10:20:25.275435
2,12,0.0,2026-01-12T10:20:25.276063
2,13,0.0,2026-01-12T10:20:25.276940
2,14,0.0,2026-01-12T10:20:25.277513
2,15,0.0,2026-01-12T10:20:25.278073
2,16,0.0,2026-01-12T10:20:25.278634
2,17,0.0,2026-01-12T10:20:25.279189
2,18,0.0,2026-01-12T10:20:25.279742
2,19,0.0,2026-01-12T10:20:25.280330
2,20,0.0,2026-01-12T10:20:25.280907
2,21,0.0,2026-01-12T10:20:25.281455
2,22,0.0,2026-01-12T10:20:25.282020
2,23,0.0,2026-01-12T10:20:25.282565
2,24,0.0,2026-01-12T10:20:25.283201
2,25,0.0,2026-01-12T10:20:25.283771
2,26,0.0,2026-01-12T10:20:25.284325
2,27,0.0,2026-01-12T10:20:25.284887
2,28,0.0,2026-01-12T10:20:25.285429
2,29,0.0,2026-01-12T10:20:25.285990
2,30,0.0,2026-01-12T10:20:25.286518
2,31,0.0,2026-01-12T10:20:25.287098
2,32,0.0,2026-01-12T10:20:25.287677
2,33,0.0,2026-01-12T10:20:25.288235
2,34,0.0,2026-01-12T10:20:25.288830
2,35,0.0,2026-01-12T10:20:25.289633
2,36,0.0,2026-01-12T10:20:25.290216
2,37,0.0,2026-01-12T10:20:25.290772
2,38,0.0,2026-01-12T10:20:25.291329
2,39,0.0,2026-01-12T10:20:25.291914
2,40,0.0,2026-01-12T10:20:25.292461
2,41,0.0,2026-01-12T10:20:25.293038
2,42,0.0,2026-01-12T10:20:25.293569
2,43,0.0,2026-01-12T10:20:25.294171
2,44,0.0,2026-01-12T10:20:25.294784
2,45,0.0,2026-01-12T10:20:25.295350
2,46,0.0,2026-01-12T10:20:25.295888
2,47,0.0,2026-01-12T10:20:25.296431
2,48,0.0,2026-01-12T10:20:25.296998
2,49,0.0,2026-01-12T10:20:25.297531
2,50,0.0,2026-01-12T10:20:25.298203
2,51,0.0,2026-01-12T10:20:25.299513
2,52,0.0,2026-01-12T10:20:25.299924
2,53,0.0,2026-01-12T10:20:25.300921
2,54,0.0,2026-01-12T10:20:25.301750
2,55,0.0,2026-01-12T10:20:25.303166
2,56,0.0,2026-01-12T10:20:25.303894
2,57,0.0,2026-01-12T10:20:25.304251
2,58,0.0,2026-01-12T10:20:25.304542
2,59,0.0,2026-01-12T10:20:25.304851
2,60,0.0,2026-01-12T10:20:25.306318
2,61,0.0,2026-01-12T10:20:25.306687
2,62,0.0,2026-01-12T10:20:25.307037
2,63,0.0,2026-01-12T10:20:25.307370
2,64,0.0,2026-01-12T10:20:25.307720
2,65,0.0,2026-01-12T10:20:25.309129
2,66,0.0,2026-01-12T10:20:25.309514
2,67,0.0,2026-01-12T10:20:25.309922
2,68,0.0,2026-01-12T10:20:25.310282
2,69,0.0,2026-01-12T10:20:25.310655
2,70,0.0,2026-01-12T10:20:25.311729
2,71,0.0,2026-01-12T10:20:25.312118
2,72,0.0,2026-01-12T10:20:25.312537
2,73,0.0,2026-01-12T10:20:25.313883
2,74,0.0,2026-01-12T10:20:25.314313
2,75,0.0,2026-01-12T10:20:25.314944
2,76,0.0,2026-01-12T10:20:25.315386
2,77,0.0,2026-01-12T10:20:25.317669
2,78,0.0,2026-01-12T10:20:25.318075
2,79,0.0,2026-01-12T10:20:25.318450
2,80,0.0,2026-01-12T10:20:25.318831
2,81,0.0,2026-01-12T10:20:25.319210
2,82,0.0,2026-01-12T10:20:25.321260
2,83,0.0,2026-01-12T10:20:25.322368
2,84,0.0,2026-01-12T10:20:25.322765
2,85,0.0,2026-01-12T10:20:25.324714
2,86,0.0,2026-01-12T10:20:25.325111
2,87,0.0,2026-01-12T10:20:25.325487
2,88,0.0,2026-01-12T10:20:25.325854
2,89,0.0,2026-01-12T10:20:25.326234
2,90,0.0,2026-01-12T10:20:25.327132
2,91,0.0,2026-01-12T10:20:25.328493
2,92,0.0,2026-01-12T10:20:25.328892
2,93,0.0,2026-01-12T10:20:25.329254
2,94,0.0,2026-01-12T10:20:25.329631
2,95,0.0,2026-01-12T10:20:25.330001
2,96,0.0,2026-01-12T10:20:25.330908
2,97,0.0,2026-01-12T10:20:25.331663
2,98,0.0,2026-01-12T10:20:25.332739
2,99,0.0,2026-01-12T10:20:25.333970
3,0,0.0,2026-01-12T10:20:25.335246
3,1,0.0,2026-01-12T10:20:25.336034
3,2,0.0,2026-01-12T10:20:25.336748
3,3,0.0,2026-01-12T10:20:25.337395
3,4,0.0,2026-01-12T10:20:25.338071
3,5,0.0,2026-01-12T10:20:25.339014
3,6,0.0,2026-01-12T10:20:25.339263
3,7,0.0,2026-01-12T10:20:25.339470
3,8,0.0,2026-01-12T10:20:25.339723
3,9,0.0,2026-01-12T10:20:25.339976
3,10,0.0,2026-01-12T10:20:25.340527
3,11,0.0,2026-01-12T10:20:25.341074
3,12,0.0,2026-01-12T10:20:25.341551
3,13,0.0,2026-01-12T10:20:25.342315
3,14,0.0,2026-01-12T10:20:25.342909
3,15,0.0,2026-01-12T10:20:25.343453
3,16,0.0,2026-01-12T10:20:25.344021
3,17,0.0,2026-01-12T10:20:25.344552
3,18,0.0,2026-01-12T10:20:25.345129
3,19,0.0,2026-01-12T10:20:25.345683
3,20,0.0,2026-01-12T10:20:25.346508
3,21,0.0,2026-01-12T10:20:25.347087
3,22,0.0,2026-01-12T10:20:25.347721
3,23,0.0,2026-01-12T10:20:25.348255
3,24,0.0,2026-01-12T10:20:25.348778
3,25,0.0,2026-01-12T10:20:25.349311
3,26,0.0,2026-01-12T10:20:25.349836
3,27,0.0,2026-01-12T10:20:25.350360
3,28,0.0,2026-01-12T10:20:25.350860
3,29,0.0,2026-01-12T10:20:25.351348
3,30,0.0,2026-01-12T10:20:25.351855
3,31,0.0,2026-01-12T10:20:25.352348
3,32,0.0,2026-01-12T10:20:25.352850
3,33,0.0,2026-01-12T10:20:25.353356
3,34,0.0,2026-01-12T10:20:25.353860
3,35,0.0,2026-01-12T10:20:25.354379
3,36,0.0,2026-01-12T10:20:25.354904
3,37,0.0,2026-01-12T10:20:25.355416
3,38,0.0,2026-01-12T10:20:25.355933
3,39,0.0,2026-01-12T10:20:25.356423
3,40,0.0,2026-01-12T10:20:25.356950
3,41,0.0,2026-01-12T10:20:25.357464
3,42,0.0,2026-01-12T10:20:25.358302
3,43,0.0,2026-01-12T10:20:25.358849
3,44,0.0,2026-01-12T10:20:25.359362
3,45,0.0,2026-01-12T10:20:25.359881
3,46,0.0,2026-01-12T10:20:25.360473
3,47,0.0,2026-01-12T10:20:25.360993
3,48,0.0,2026-01-12T10:20:25.361502
3,49,0.0,2026-01-12T10:20:25.362017
3,50,0.0,2026-01-12T10:20:25.362599
3,51,0.0,2026-01-12T10:20:25.363198
3,52,0.0,2026-01-12T10:20:25.363714
3,53,0.0,2026-01-12T10:20:25.364220
3,54,0.0,2026-01-12T10:20:25.364725
3,55,0.0,2026-01-12T10:20:25.365367
3,56,0.0,2026-01-12T10:20:25.365811
3,57,0.0,2026-01-12T10:20:25.366393
3,58,0.0,2026-01-12T10:20:25.366918
3,59,0.0,2026-01-12T10:20:25.367423
3,60,0.0,2026-01-12T10:20:25.368056
3,61,0.0,2026-01-12T10:20:25.368741
3,62,0.0,2026-01-12T10:20:25.369366
3,63,0.0,2026-01-12T10:20:25.370427
3,64,0.0,2026-01-12T10:20:25.371074
3,65,0.0,2026-01-12T10:20:25.371621
3,66,0.0,2026-01-12T10:20:25.372159
3,67,0.0,2026-01-12T10:20:25.372696
3,68,0.0,2026-01-12T10:20:25.373219
3,69,0.0,2026-01-12T10:20:25.373755
3,70,0.0,2026-01-12T10:20:25.374306
3,71,0.0,2026-01-12T10:20:25.374883
3,72,0.0,2026-01-12T10:20:25.375401
3,73,0.0,2026-01-12T10:20:25.375936
3,74,0.0,2026-01-12T10:20:25.376440
3,75,0.0,2026-01-12T10:20:25.376990
3,76,0.0,2026-01-12T10:20:25.377590
3,77,0.0,2026-01-12T10:20:25.378107
3,78,0.0,2026-01-12T10:20:25.378608
3,79,0.0,2026-01-12T10:20:25.379106
3,80,0.0,2026-01-12T10:20:25.379599
3,81,0.0,2026-01-12T10:20:25.380125
3,82,0.0,2026-01-12T10:20:25.380628
3,83,0.0,2026-01-12T10:20:25.381147
3,84,0.0,2026-01-12T10:20:25.381989
3,85,0.0,2026-01-12T10:20:25.382720
3,86,0.0,2026-01-12T10:20:25.383357
3,87,0.0,2026-01-12T10:20:25.383953
3,88,0.0,2026-01-12T10:20:25.384536
3,89,0.0,2026-01-12T10:20:25.385155
3,90,0.0,2026-01-12T10:20:25.385758
3,91,0.0,2026-01-12T10:20:25.386373
3,92,0.0,2026-01-12T10:20:25.386995
3,93,0.0,2026-01-12T10:20:25.387610
3,94,0.0,2026-01-12T10:20:25.388226
3,95,0.0,2026-01-12T10:20:25.388799
3,96,0.0,2026-01-12T10:20:25.389346
3,97,0.0,2026-01-12T10:20:25.389947
3,98,0.0,2026-01-12T10:20:25.390536
3,99,0.0,2026-01-12T10:20:25.391145
4,0,0.0,2026-01-12T10:20:25.391806
4,1,0.0,2026-01-12T10:20:25.392399
4,2,0.0,2026-01-12T10:20:25.393056
4,3,0.0,2026-01-12T10:20:25.393710
4,4,0.0,2026-01-12T10:20:25.394375
4,5,0.0,2026-01-12T10:20:25.395038
4,6,0.0,2026-01-12T10:20:25.395995
4,7,0.0,2026-01-12T10:20:25.396648
4,8,0.0,2026-01-12T10:20:25.397281
4,9,0.0,2026-01-12T10:20:25.397938
4,10,0.0,2026-01-12T10:20:25.398755
4,11,0.0,2026-01-12T10:20:25.399496
4,12,0.0,2026-01-12T10:20:25.400832
4,13,0.0,2026-01-12T10:20:25.401724
4,14,0.0,2026-01-12T10:20:25.403180
4,15,0.0,2026-01-12T10:20:25.403606
4,16,0.0,2026-01-12T10:20:25.404015
4,17,0.0,2026-01-12T10:20:25.404401
4,18,0.0,2026-01-12T10:20:25.404799
4,19,0.0,2026-01-12T10:20:25.406901
4,20,0.0,2026-01-12T10:20:25.407330
4,21,0.0,2026-01-12T10:20:25.407727
4,22,0.0,2026-01-12T10:20:25.408105
4,23,0.0,2026-01-12T10:20:25.408487
4,24,0.0,2026-01-12T10:20:25.409064
4,25,0.0,2026-01-12T10:20:25.410721
4,26,0.0,2026-01-12T10:20:25.411109
4,27,0.0,2026-01-12T10:20:25.412185
4,28,0.0,2026-01-12T10:20:25.412598
4,29,0.0,2026-01-12T10:20:25.412972
4,30,0.0,2026-01-12T10:20:25.414930
4,31,0.0,2026-01-12T10:20:25.415312
4,32,0.0,2026-01-12T10:20:25.415695
4,33,0.0,2026-01-12T10:20:25.416101
4,34,0.0,2026-01-12T10:20:25.416524
4,35,0.0,2026-01-12T10:20:25.417960
4,36,0.0,2026-01-12T10:20:25.418369
4,37,0.0,2026-01-12T10:20:25.418739
4,38,0.0,2026-01-12T10:20:25.419082
4,39,0.0,2026-01-12T10:20:25.419504
4,40,0.0,2026-01-12T10:20:25.420644
4,41,0.0,2026-01-12T10:20:25.421077
4,42,0.0,2026-01-12T10:20:25.421471
4,43,0.0,2026-01-12T10:20:25.422745
4,44,0.0,2026-01-12T10:20:25.423576
4,45,0.0,2026-01-12T10:20:25.423984
4,46,0.0,2026-01-12T10:20:25.424330
4,47,0.0,2026-01-12T10:20:25.426362
4,48,0.0,2026-01-12T10:20:25.426777
4,49,0.0,2026-01-12T10:20:25.428067
4,50,0.0,2026-01-12T10:20:25.428527
4,51,0.0,2026-01-12T10:20:25.428954
4,52,0.0,2026-01-12T10:20:25.431706
4,53,0.0,2026-01-12T10:20:25.432087
4,54,0.0,2026-01-12T10:20:25.432440
4,55,0.0,2026-01-12T10:20:25.432795
4,56,0.0,2026-01-12T10:20:25.433151
4,57,0.0,2026-01-12T10:20:25.434956
4,58,0.0,2026-01-12T10:20:25.435361
4,59,0.0,2026-01-12T10:20:25.435754
4,60,0.0,2026-01-12T10:20:25.436159
4,61,0.0,2026-01-12T10:20:25.436560
4,62,0.0,2026-01-12T10:20:25.437131
4,63,0.0,2026-01-12T10:20:25.437965
4,64,0.0,2026-01-12T10:20:25.438752
4,65,0.0,2026-01-12T10:20:25.439528
4,66,0.0,2026-01-12T10:20:25.440155
4,67,0.0,2026-01-12T10:20:25.440737
4,68,0.0,2026-01-12T10:20:25.441379
4,69,0.0,2026-01-12T10:20:25.441967
4,70,0.0,2026-01-12T10:20:25.442825
4,71,0.0,2026-01-12T10:20:25.443396
4,72,0.0,2026-01-12T10:20:25.443938
4,73,0.0,2026-01-12T10:20:25.444462
4,74,0.0,2026-01-12T10:20:25.444976
4,75,0.0,2026-01-12T10:20:25.445463
4,76,0.0,2026-01-12T10:20:25.445983
4,77,0.0,2026-01-12T10:20:25.446486
4,78,0.0,2026-01-12T10:20:25.447019
4,79,0.0,2026-01-12T10:20:25.447521
4,80,0.0,2026-01-12T10:20:25.448065
4,81,0.0,2026-01-12T10:20:25.448567
4,82,0.0,2026-01-12T10:20:25.449100
4,83,0.0,2026-01-12T10:20:25.449608
4,84,0.0,2026-01-12T10:20:25.450121
4,85,0.0,2026-01-12T10:20:25.450626
4,86,0.0,2026-01-12T10:20:25.451139
4,87,0.0,2026-01-12T10:20:25.451637
4,88,0.0,2026-01-12T10:20:25.452152
4,89,0.0,2026-01-12T10:20:25.452659
4,90,0.0,2026-01-12T10:20:25.453182
4,91,0.0,2026-01-12T10:20:25.453993
4,92,0.0,2026-01-12T10:20:25.454544
4,93,0.0,2026-01-12T10:20:25.455137
4,94,0.0,2026-01-12T10:20:25.455666
4,95,0.0,2026-01-12T10:20:25.456185
4,96,0.0,2026-01-12T10:20:25.456710
4,97,0.0,2026-01-12T10:20:25.457230
4,98,0.0,2026-01-12T10:20:25.457748
4,99,0.0,2026-01-12T10:20:25.458263
5,0,0.0,2026-01-12T10:20:25.458874
5,1,0.0,2026-01-12T10:20:25.459369
5,2,0.0,2026-01-12T10:20:25.459893
5,3,0.0,2026-01-12T10:20:25.460404
5,4,0.0,2026-01-12T10:20:25.460933
5,5,0.0,2026-01-12T10:20:25.461433
5,6,0.0,2026-01-12T10:20:25.461954
5,7,0.0,2026-01-12T10:20:25.462441
5,8,0.0,2026-01-12T10:20:25.462958
5,9,0.0,2026-01-12T10:20:25.463454
5,10,0.0,2026-01-12T10:20:25.463983
5,11,0.0,2026-01-12T10:20:25.464484
5,12,0.0,2026-01-12T10:20:25.465048
5,13,0.0,2026-01-12T10:20:25.465951
5,14,0.0,2026-01-12T10:20:25.466512
5,15,0.0,2026-01-12T10:20:25.467112
5,16,0.0,2026-01-12T10:20:25.467653
5,17,0.0,2026-01-12T10:20:25.468173
5,18,0.0,2026-01-12T10:20:25.468704
5,19,0.0,2026-01-12T10:20:25.469239
5,20,0.0,2026-01-12T10:20:25.469752
5,21,0.0,2026-01-12T10:20:25.470272
5,22,0.0,2026-01-12T10:20:25.470769
5,23,0.0,2026-01-12T10:20:25.471257
5,24,0.0,2026-01-12T10:20:25.471748
5,25,0.0,2026-01-12T10:20:25.472255
5,26,0.0,2026-01-12T10:20:25.472755
5,27,0.0,2026-01-12T10:20:25.473244
5,28,0.0,2026-01-12T10:20:25.473740
5,29,0.0,2026-01-12T10:20:25.474247
5,30,0.0,2026-01-12T10:20:25.474739
5,31,0.0,2026-01-12T10:20:25.475241
5,32,0.0,2026-01-12T10:20:25.475732
5,33,0.0,2026-01-12T10:20:25.476267
5,34,0.0,2026-01-12T10:20:25.477073
5,35,0.0,2026-01-12T10:20:25.477617
5,36,0.0,2026-01-12T10:20:25.478118
5,37,0.0,2026-01-12T10:20:25.478621
5,38,0.0,2026-01-12T10:20:25.479131
5,39,0.0,2026-01-12T10:20:25.479629
5,40,0.0,2026-01-12T10:20:25.480144
5,41,0.0,2026-01-12T10:20:25.480667
5,42,0.0,2026-01-12T10:20:25.481164
5,43,0.0,2026-01-12T10:20:25.481663
5,44,0.0,2026-01-12T10:20:25.482148
5,45,0.0,2026-01-12T10:20:25.482650
5,46,0.0,2026-01-12T10:20:25.483136
5,47,0.0,2026-01-12T10:20:25.483635
5,48,0.0,2026-01-12T10:20:25.484115
5,49,0.0,2026-01-12T10:20:25.484616
5,50,0.0,2026-01-12T10:20:25.485148
5,51,0.0,2026-01-12T10:20:25.485691
5,52,0.0,2026-01-12T10:20:25.486205
5,53,0.0,2026-01-12T10:20:25.486718
5,54,0.0,2026-01-12T10:20:25.487240
5,55,0.0,2026-01-12T10:20:25.487761
5,56,0.0,2026-01-12T10:20:25.488569
5,57,0.0,2026-01-12T10:20:25.489119
5,58,0.0,2026-01-12T10:20:25.489635
5,59,0.0,2026-01-12T10:20:25.490137
5,60,0.0,2026-01-12T10:20:25.490716
5,61,0.0,2026-01-12T10:20:25.491277
5,62,0.0,2026-01-12T10:20:25.491827
5,63,0.0,2026-01-12T10:20:25.492410
5,64,0.0,2026-01-12T10:20:25.492922
5,65,0.0,2026-01-12T10:20:25.493446
5,66,0.0,2026-01-12T10:20:25.493950
5,67,0.0,2026-01-12T10:20:25.494450
5,68,0.0,2026-01-12T10:20:25.494951
5,69,0.0,2026-01-12T10:20:25.495439
5,70,0.0,2026-01-12T10:20:25.495946
5,71,0.0,2026-01-12T10:20:25.496437
5,72,0.0,2026-01-12T10:20:25.496964
5,73,0.0,2026-01-12T10:20:25.497471
5,74,0.0,2026-01-12T10:20:25.497994
5,75,0.0,2026-01-12T10:20:25.498732
5,76,0.0,2026-01-12T10:20:25.499259
5,77,0.0,2026-01-12T10:20:25.501867
5,78,0.0,2026-01-12T10:20:25.502286
5,79,0.0,2026-01-12T10:20:25.502693
5,80,0.0,2026-01-12T10:20:25.503081
